"content","Layanan","Transaksi","Performa Aplikasi","Keamanan"
"Eeh Ni BSI kok stlh diperbaharui gak bisa screen shoot saldo ato mutasi yah? Apa coba mksdnya? Aku mw ss mutasi dab saldo biar jgn tiba² ada yg kluar laah ni kok gk bisa. Kocak lu","0","-1","-1","-1"
"Sering trouble dan error system. Lebih dari 12jam","-1","0","-1","0"
"Maaf Bsi kenapa terus minta di update ya? Kadang kita lagi sangat butuh bertransaksi untuk kepentingan mendesak, tapi malah minta update versi terbaru terus, dan membutuhkan ruang lagi, harus hapus ini dan itu. Mungkin ada solusi, in sya Allah bintangnya akan naik. Syukran","-1","-1","-1","0"
"Mohom maaf bintang 2 dulu karna pembayaran via virtual account agak ribet harus masuk menu ini itu dan ketika memasukkan kode VA harus menghapus 4 digit nomor pertama baru terdeteksi transaksinya... Ya saran saya agar menu khusus pembayaran VA di permudah atau di buatkan menu khusus di halaman awal agar orang awam bisa mudah memahami bahwa ada menu baru untuk khusuS transaksi untuk pembayaran via virtual account, dan untuk penghapusan nomor 4 digit yg pertama itu bisa tidak di berlakukan lagi.","-1","-1","-1","0"
"mohon di tingkatkan lagi jika aktivasi ulang, untuk verifikasi wajah nya selalu gagal padahal sudah sesuai. agar memudahkan kami tanpa datang langsung ke BSI.","-1","0","-1","-1"
"Belum lama pembaruan sudah ada pembaruan baru lagi!!!","0","0","-1","0"
"Udh bagus lah ini, walaupun kdg2 suka error. Tpi udh lumayan skrg penggunaannya pun nyaman dan cepat. Aplikasinya sangat amat membantu untuk transaksi lebih praktis.","0","1","1","0"
"Makin diupdate makin tidak jelas. Dulu bisa buka aplikasi sambil buka jendela lain untuk copy nomor rekening semisal buat transfer. Sekarang ngga bisa. Harus tutup semua pop up. Dulu masukin password langsung bisa. Update terbaru masukin passwordnya yg awalbmalah harus dibuka icon mata. Sehingga kode passwordnya memungkinkan terlihat orang lain. Kenapa makin update ga makin bagus. Malah mundur. Tolonglah bank besar sekelas bsi masak begini.","0","-1","-1","-1"
"Lumayan bagus untuk transaksi antar bank... Sukses selalu untuk BSI.","0","1","0","0"
"Setelah update napa gak bisa screen shoot layar. Nyusahin aja mau pembukuan mau ngirim nomer rekening kalau orang mau bayar utang. Saldo terakhir mau di simpan bukti fotonya. Nyusahin aja update terbaru gak bisa di sreenshoot","0","-1","-1","0"
"Dengan versi terbaru ini saya tidak bisa login. Mengetik.password hanya bisa huruf pertama saja. Ingin mengetik huruf ke dua berikutnya kembali lagi ke.huruf pertama. Password hanya tersedia 1 karakter saja","0","0","-1","-1"
"Jika ada pembaruan aplikasi, tolong aplikasi dengan versi lama masih bisa dibuka. Jangan harus update dulu baru bisa buka aplikasi. Terima kasih, mohon untuk ditindaklanjuti.","-1","0","-1","0"
"Penggunaan aplikasinya sangat cepat & tidak lambat","0","0","1","0"
"Baru update, kok apps nya ngga bisa di screenshoot yak?? Kan aku perlu","0","-1","-1","0"
"Terlalu sering muncul Close opperlaving popups dan harus di refresh Aplikasinya baru bisa di gunakan lagi , Serta tidak bisa screanshot lagi 😅🥱","0","0","-1","0"
"Aku baru saja update tgl 2 Sept kemarin. Hari ini mau transfer dana tapi gak bisa masuk, harus update lg dg mnghapus bbrpa aplikasi. Tapi tetap sj blm bisa masuk. Ini maunya gimana sih?","0","-1","-1","0"
"Min, tolong yg di bagian informasi saldo jgn di privasi susah saya skrinshotnya min, nanti susah orang-orang tau berapa uangnya di BSI. Mohon di tindak lanjuti min 🙏🏻 Kalau udah berubah, nanti saya kasih 5 bintang 🙏🏻","0","0","-1","-1"
"tgl 2 sept 24 minta di update dan sudah dilalukan sekarang tgl 6 sept minta di update lagi , masak setiap mau buka harus di update. tolong dong penjelasannya","0","0","-1","0"
"Jaringan sering kurang stabil... Dan banyak kali update ,","0","0","-1","0"
"Sangat membantu dan mempermudah segala transaksi.","1","1","0","0"
"Aplikasinya gak bisa d screenshot setelah di perbarui","0","0","-1","0"
"Sudah gak bisa screenshot, repot jdinya","0","0","-1","0"
"Terdeteksi HP root, padahal tidak. Selama dari pertengahan bulan lalu dan saat ini BSI mobile tidak bisa dibuka. Bagaimana cara mengatasinya 🙏","0","0","-1","-1"
"Mau tf susah. Waktu anda telah habis Habis apaan baru buka app udh ada kata2 itu. Udh update, diaurih update lg hadeh","0","-1","-1","0"
"Ga aman nih BSI, ga upgrade denger masukan dan perbaikan. Dari segi BSI mobile selalu minta update setelahnya gabisa kebuka lagi eror. Ini bank yg paling buat kerjaan","-1","0","-1","-1"
"Tolong ya BSI baru 2 minggu yang lalu udah aku perbarui ini kenapa suruh perbarui lagi, please lah ya bikin lemot hp karena dikit2 suruh update.. Tolong perbaiki jalan kaya gini, saya pake bsi udah bertahun2 lho","-1","0","-1","0"
"Keseringan update, pas mau dibuka gabisa bisa","0","0","-1","0"
"Versi terbaru ga bisa screenshot.. Membuat sulit mengirim bukti transfer","0","-1","-1","0"
"Sangat membantu mempermudah dalam melakukan transaksi.","1","1","0","0"
"Aplikasi ini sekarang kenapa sih? habis update malah sering keluar sendiri, lag, malahan bagus sebelum update. mau login aja susah bolak balik keluar sendiri padahal jaringan bagus. mmmm ntahlah","0","0","-1","0"
"Sangat membantu &memudahkan bertransaksi dalam segala hal","1","1","0","0"
"bsi mah ribet serig gangguan n harus update mlulu ngabisin kuota dan waktu","-1","0","-1","0"
"Alhamdulillah mobile banking BSI ini sangat memudahkan kebutuhan","1","1","0","0"
"Sudah ada perbaikan, apps mudah d gunakan","0","0","1","0"
"Ini app udah ga bisa di Screenshot yaa bukti transfernya? Kok jadi mempersulit nasabah kalau gini Jadi susah buat kalau mau kirim bukti transfernya","0","-1","-1","0"
"kenapa apk bsi sekrang tidak bisa di screenshot lagi semua bang bisa 😔😔","0","0","-1","0"
"Saya mau aktivasi rekening yang dibuat dari Livin gak bisa2 padahal data udah bener semua:(((((((((((","-1","0","-1","0"
"Ide siapa ini pembaharuan aplikasi mobile Banking seperti ini. Malah menjadi mundur ketinggalan dg Bank lain. Kalau mau download 5 transaksi terakhir malah harus ke Bank. Payah.","-1","-1","-1","0"
"saya sudah vervikasi melalui video call tapi waktu malah tidak dapat di proses padahal selama proses verifikasi aman aman aja tidak ada kendala sedikitpun malah di suruh datang ke kantor cabangnya, terus ngapain video call kalau gitu duh","-1","0","-1","-1"
"Ini gimana sii? Abis di update malah gak bisa masukin pw, setiap masukin 2 huruf pasti ke hapus ga jelas","0","0","-1","-1"
"Mau aktivasi BSI Mobile susah banget. Berkali -kali di coba selalu gagal keterangan data tidak sesuai. Padahal nik , no rek dan no hp sama seperti waktu buka rekening.","0","0","-1","-1"
"kok aplikasinya jdi jelek sih. benar - benar menyulitkan saat transaksi aplgi untuk transaksi non tunai sllu ad tulisan ""close overlapping popups"" gak ngerti apa yg salah.","0","-1","-1","0"
"Jujur Saya suka baru pertama kali pakai bsi tapi masalah disini muncul beberapa hari ini sebab bsi mobile nya memiliki bug jadi jumping terus saat dibuka. Keluar masuk lalu keluar lagi. Looping begitu saja. Sudah saya uninstall dan di install lagi muncul lagi masalah bug setelah login. Mohon diperbaiki untuk masalah ini biar lancar nih nabungnya😁","-1","0","-1","0"
"aplikasinya makin lama makin aneh, padahal cuman ingin screenshot bukti pembayaran atau sisa saldo saja tidak bisa","0","-1","-1","0"
"Kalau tidak terpaksa malas sebenarnya pakai bsi... Limit rendah ... Verifikasi ganti hp payah sekali... vidio call tiba tiba putus dan tidak bisa di ulang... Untuk kirim dompet digital payah...","-1","-1","0","-1"
"Kenapa saat ingin mengakses photo tidak bisa","0","0","-1","0"
"Sangat bagus membantu dalam bertransaksi..mantab","1","1","0","0"
"Gak beres bsi banking ini, selalu sesi telah berakhir, gak pernah nyaman pakai mobile banking tadi","0","0","-1","0"
"Udah coba menghubungi email yg tertera untuk dihubungi dari komen² d bawah, tp email yg di kirim malah terblokir, keluhan di awal juga sama 'CLOSE OVERLAPPING POPUPS'","-1","0","-1","0"
"Biasa saja seperti aplikasi-aplikasi bank yang lain. Cara aplikasi susah banget waktu scan potonya sampai 10 kali lebih engak masuk juga akhirnya pakai aplikasi dana cukup scan e ktp langsung aktif premium.tidak seperti bsi capek kepala putar sana sini tidak bisa juga.salam bumn","-1","0","-1","-1"
"Kenapa tidak bisa tangkapan layar atau di screen shoot?","0","0","-1","0"
"Mohon aplikasi mobile banking bs lbh memudahkan kami... contoh seperti bank sebelah,,dg klik gambar atm,sdh otomatis muncul saldo dan mutasi bulan berjalan... sehingga kami bs mengecek dg mudah fluktuasi saldonya...kl d BSI msh manual... cek saldo dan mutasi terpisah..ga bs screenshot jg... bagaimana kami bs kontrol? Manual? Tidak praktis jadinya..mhn ditingkatkan lg ya..saya ksh tiga dulu...kl sdh ada perbaikan,sy bs ubah lg... terima kasih sebelumnya","-1","-1","-1","0"
"Setiap mau digunakan aplikasi tidak bisa dibuka dgn tulisan ""permintaan kehabisan waktu"" Tolong diperbaiki,krn ketika sedang darurat harus melakukan transaksi malah tidak bisa digunakan, sudah sering seperti ini.","0","-1","-1","0"
"bukanny makin mudah makin dipersulit.. hanya buat screenshoot bukti bayar aja sulit.. jadi makin ribet harus bagiin ke wa dulu baru bisa diambil bukti nya. ga jelas","0","-1","-1","0"
"Ferivikasi muka sangat susah di lakukan. Saya sudah mencoba entah brp kali sampe tidak terhitung.","0","0","-1","-1"
"Most aplikasi mbanking terburuk. Pembayaran sering gagal, apapun sering gagal. Kl di buat perbangingan semisal 10x, 9x gagal 1x berhasil 👎🏻👎🏻👎🏻","0","-1","-1","0"
"Tolong ya di perbaiki aplikasi mobil bsi setiap dibuka tetap tidak bisa loding.terima kadih","0","0","-1","0"
"Kenapa ya klo mo transfer ,transaksi gagal,silahkan ulangi kembali Gmna solusiny kak Kdng juga nomer rekening tujuan tdk dikenal Sudah updte apk bsi jga","0","-1","-1","0"
"Lawak.. Sudah punya rekening disuruh aktivasi lagi.. Sebelah tinggal login aja.. Ini ribet banget","-1","0","-1","0"
"Ampuuun susahnya. Setelah aktivasi tidak bisa buka","0","0","-1","0"
"Mau buka mbanking kenapa mau ketik password yg angka ga bisa yaa? Kalo yg huruf bisa","0","0","-1","-1"
"assalamualaikum,, mohon petunjuknya,, bsi mobile kenapa y,,? bisa dibuka namun tidak bisa di klik isi menunya,, ini pengalaman pertama kejadian seperti ini,, mohon petunjuk,,,🙏","0","0","-1","0"
"Kenapa struk nya tidak bisa di screenshot lagi","0","-1","-1","0"
"Gimana sih,, tarik tunai cardless, transaksi timeout uang ga ada tp saldo dipotong,. Ternyata setelah dicari tahu kejadian seperti sudah sering terjadi..","-1","-1","0","0"
"Gimana sih udah 2x update ni aplikasi bsi malah gk bisa d buka, terdeteksi root, padahal hp saya gk root. Masak saya harus beli hp baru dlu bru bsa pakek ni aplikasi. Tolong developer untuk di perbaiki aplikasinya !!","0","0","-1","-1"
"aplikasi ini gak jelas secara tiba tiba saldoku hilang","0","-1","0","-1"
"Kok aplikasi SDH di update malah ngak bisa masuk,di coba berkali kali pun lagsung kembali padahal SDH hapus cache","0","0","-1","0"
"Aplikasinya sudah bagus. Klau boleh Tolong ditambahkan dark mode untuk kenyamanan.","0","0","1","0"
"Terlalu sering error & gak bisa dibuka. Sudah dilakukan clear cache tapi tetap gak bisa dibuka, bagaimana tanggung jawab management bsi ini 🤔🤔🤔🥱","-1","0","-1","0"
"Kembali kan operating system ke versi lama, aplikasi di update bukan nya lebih baik malah tambah buruk ga bisa dibuka","0","0","-1","0"
"aplikasi paling repot aktivasi aja ribet","0","0","-1","-1"
"Kenapa ini apk mbanking sering kali permintaan waktu habis padahl sinyal bagus-bagus saja tolong perbaiki buat tak nyaman Seperti ini","0","0","-1","0"
"Susah sekali masuknya, asik kehabisan waktu aja tulisannya, jaringan aman2 aja Ntah kenapa kek gini trus, habis update makin parah trus","0","0","-1","0"
"Mau aktifasi aja susah sekali, trlebih lg dgn wajah. Brulang2 dak bisa2. Di bank lain dak kayak begini. Mirip berselfi masuk tahanan aja. Tlg di permudah aja biar nasabah dak cari bank lain. Trims atas perhatiannya..","-1","0","-1","-1"
"Knpa saya ketika aktivasi selalu tidak bisa di klik di bagian membuat sandi yaa?? Dan ketika di klik selalu muncul tulisan ""close overlapping popups"", padahal dari awal aktivasi normal-normal aja. Saya sudah melakukan berbagai cara, mulai dari mengulang aktivasi dr awal berulang kali, update android dan apk BSI mobile, apus data dan cache apk BSI mobile, instal ulang apk BSI mobile, restart HP , dan tetep aja gabisa. Mohon segera di atasi 🙏🏻","0","0","-1","-1"
"Tolong aplikasi Yang saya malah susah dibuka, Keluar sendiri, Dan terimakasih untuk segera diperbaiki semoga kedepanya jauh lebih baik lagi","0","0","-1","0"
"Setelah di update malah gk bisa di pake bsi mobile, tolong di perbaiki lg aplikasi bsi Mobilenya terimakasih","0","0","-1","0"
"Saya sudah melakukan verifikasi via Videocall sudah diminta semua keterangan oleh petugas tapi saat buka aplikasi harus aktivasi ulang dan saat aktivasi selalu tidak cukup waktu. Dan juga di hp saya saat membuka aplikasi BSI keluar tulisan close overlapping popups??? Mohon di bantu","-1","0","-1","-1"
"Habis nyalain fitur adzan, malah ngak bisa buka aplikasi, selalu force closed","0","0","-1","0"
"Aplikasi Ter aman menut saya,, tiap menu di wajibkan isi password dan pin,, dobell ke amanan,,","0","0","0","1"
"Dari semalam mau transaksi banking di BSI gak bisa bisaa , aplikasinya gak bisa diklik sama sekali 😭","0","-1","-1","0"
"Mohon info di aplikasi BSI nya ada notif close overlapping popups","0","0","-1","0"
"Aplikasi ini tidak bisa di akses dan keluar pop up ""RC99 rooted deviced detected"". Sudah 2 minggu lewat lihat review komen user, sama saja tidak ada perbaikan?","0","0","-1","-1"
"Bagus pelayananya, kompetitif bagi hasilnya, fitur-fitur semakin bervariasi, dan kemudahan bertransaksi semakin nyata.","1","1","0","0"
"Terkadang ketika BSI mobil di gunakan tidak bisa membantu, saat membuka di apk tertulis ""INFORMASI permintaan kehabisan waktu"" jadi ribet menyimpan uang disini saat mau buka apk jadi ga bisa bayar. Tarik tunai di ATM mandiri juga kena fee 7500 Di tempatku karteng, tangkot ATM BSI belum ada😭","-1","-1","-1","0"
"tiap buka aplikasi ""RC99 Routed Device Detected"" itu kenapa ya? bisa dijelaskan? terimakasih","0","0","-1","-1"
"Kusuka ini Bank BSI, tapi TOLONG kasihn perbaiki ini aplikasinya. Susah sekali kalau mau aktivasi. Verifikasi wjaahnya lama sekali, sakit leher krna harus di ulang terus. Selain aman, pengguna juga perlu merasa nyaman.","1","0","-1","-1"
"Apk nya di hp aaya permintaan kehabisan waktu,padahal di hp temen saya bisa buka bsi nya solusinya dong gimana inj","0","0","-1","0"
"Tampilan Gak Berubah Jelek Sekali, Tampilan Saldo Juga Gak Ada Juga . Semua Fiturnya Berserakan","-1","0","-1","0"
"Habis update aplikasi error, jadi relogin lagi dech. Ada perintah berkedip (Blink) selain tengok kanan kiri","0","0","-1","-1"
"egk bisa dibuka error alhasil dolwod ulang mau aktivasi habis pervikasi muka selalu gagal dan berbahasa inggris tidak semua meterjemahkan bahsa inggris dgn cepat karena waktu terbatas","-1","0","-1","-1"
"Ini setelah aktivasi mau nyetel kata sandi pasti close overlapping popups terus, bsi gada niatan buat memperbaiki apknya apa?","0","0","-1","-1"
"Sudah ke cabangnya padahal tapi ttp ajh susah sekali aktivasi apk nya, dicoba beberapa kali di rumah juga ttp gak bisa","-1","0","-1","0"
"BSI jelek banget Aplikasinya,sangat rumit dan tidak praktis, verifikasi wajah pake Bahasa Inggris,kalau mau keren kenapa gak pake bahasa arab saja kalau emang gak bisa pake bahasa Indonesia.Jaman sekarang semua Bank Pake Aplikasi yang memudahkan bukan menyulitkan dan bikin pusing Nasabah.","-1","0","-1","-1"
"Setiap transaksi sulit,keseringan gagal mulu,tolong bsi perbaiki server nya ga jelas betul invalid terus,mana mau aktivasi mulu","0","-1","-1","0"
"Aplikasi bank paling buruk, setiap mau dipakai harus di update ulang","0","0","-1","0"
"Kenapa ini bsi mobilenya ga bisa dibuka. Udah agak lama error terus. Mohon solusinya","0","0","-1","0"
"Aplikasi ribet, kecewa dengan fitur dan pelayanan nya. Aktivasi wajah gagal sampai puluhan kali dicoba","-1","0","-1","-1"
"Ada apa ini BSI mobile ? Kok tidak bisa dibuka aplikasinya ? Sedang maintenance apa gmna ini ? Tolong dijawab min !! Krna lagi butuh2nya mw dipake malah gx bisa dibuka. Gmna lah ?","-1","0","-1","0"
"Tolong perbaiki face verification Sangat merepotkan kan, mau masuk aja susah berulang kali coba face gak bisa masuk"" tolong tingkat kan lagi demi kenyamanan penggunaan!!!! Tolong perbaiki face verification!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Berulang kali tetap gak mau Bukan nya meringankan penggunaan Malah jadi merepotkan.","0","0","-1","-1"
"Tolong untuk verifikasi bsi mobile bahasa terjemahan nya ada pilihan bahasa indonesia biar mudah untuk verifikasi seperti bank lain..biar TDK harus ke cabang terdekat.","-1","0","-1","-1"
"QRIS gabisa ngescan secara langsung Kalau ada masalah tidak diselesaikan secara online, harus datang ke kantor cabang Mutasi rekening bulanan (e-statement) gak dikirim rutin awal bulan berikutnya. Masa tgl 6 Agustus saya dikirimkan mutasi rekening bulan Juni??? Mau download mutasi rekening jg gak bisa, gaada fiturnya, hanya liat aja.","-1","-1","-1","0"
"Aplikasi ini masih perlukah di perbaiki mengenai tampilan nya dan menunya bisa contoh aplikasi BNI MOBILE atau aplikasi BRIMO..! TERIMAKASIH mohon segera di perbaiki aplikasi ini sangan ribe di bandingkan aplikasi Mobile Banking lainnya.!","-1","0","-1","0"
